fps,case,time,action,position_x,position_y,position_z,hp,sp,enemy_hp,actor_yaw,enemy_x,enemy_y
30,0,2.2667,Sword.Light.2,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.3000,Sword.Light.2,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.3333,Sword.Light.2,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.3667,Sword.Light.2,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.4000,Sword.Light.2,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.4333,Sword.Light.2,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.4667,Sword.Light.2,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.5000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.5333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.5667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.6000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.6333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.6667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.7000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.7333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.7667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.8000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.8333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.8667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.9000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.9333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,2.9667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.0000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.0333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.0667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.1000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.1333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.1667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.2000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.2333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.2667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.3000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.3333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.3667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.4000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.4333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.4667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.5000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.5333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.5667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.6000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.6333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.6667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.7000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.7333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.7667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.8000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.8333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.8667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.9000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.9333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,3.9667,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,4.0000,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,0,4.0333,None,66.80,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,0.0333,Sword.Light.1,5.41,-1000.00,90.15,10000.00,100.00,10000.00,0.00,140.00,-1000.00
30,1,0.0667,Sword.Light.1,12.17,-1000.00,90.15,10000.00,100.00,10000.00,0.00,140.00,-1000.00
30,1,0.1000,Sword.Light.1,14.05,-1000.00,90.15,10000.00,100.00,10000.00,0.00,140.00,-1000.00
30,1,0.1333,Sword.Light.1,17.34,-1000.00,90.15,10000.00,100.00,10000.00,0.00,140.00,-1000.00
30,1,0.1667,Sword.Light.1,19.47,-1000.00,90.15,10000.00,100.00,10000.00,0.00,140.00,-1000.00
30,1,0.2000,Sword.Light.1,25.67,-1000.00,90.15,10000.00,100.00,10000.00,0.00,140.00,-1000.00
30,1,0.2333,Sword.Light.1,28.72,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.2667,Sword.Light.1,31.41,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.3000,Sword.Light.1,39.58,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.3333,Sword.Light.1,44.83,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.3667,Sword.Light.1,44.89,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.4000,Sword.Light.1,43.61,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.4333,Sword.Light.1,41.43,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.4667,Sword.Light.1,39.59,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.5000,Sword.Light.1,39.98,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.5333,Sword.Light.1,41.16,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.5667,Sword.Light.1,42.35,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.6000,Sword.Light.2,43.62,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.6333,Sword.Light.2,44.95,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.6667,Sword.Light.2,46.04,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.7000,Sword.Light.2,43.77,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.7333,Sword.Light.2,38.77,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.7667,Sword.Light.2,26.73,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.8000,Sword.Light.2,29.22,-1000.00,90.15,10000.00,100.00,9975.00,0.00,140.00,-1000.00
30,1,0.8333,Sword.Light.2,49.25,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,0.8667,Sword.Light.2,70.96,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,0.9000,Sword.Light.2,70.96,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,0.9333,Sword.Light.2,70.98,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,0.9667,Sword.Light.2,71.30,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.0000,Sword.Light.2,71.76,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.0333,Sword.Light.2,71.90,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.0667,Sword.Light.2,71.32,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.1000,Sword.Light.2,70.15,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.1333,Sword.Light.2,68.29,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.1667,Sword.Light.2,66.06,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.2000,Sword.Light.3,63.34,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.2333,Sword.Light.3,67.10,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.2667,Sword.Light.3,70.86,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.3000,Sword.Light.3,58.58,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.3333,Sword.Light.3,44.43,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.3667,Sword.Light.3,28.05,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.4000,Sword.Light.3,25.20,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.4333,Sword.Light.3,35.48,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.4667,Sword.Light.3,47.85,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.5000,Sword.Light.3,63.57,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.5333,Sword.Light.3,70.98,-1000.00,90.15,10000.00,100.00,9950.00,0.00,140.00,-1000.00
30,1,1.5667,Sword.Light.3,70.98,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.6000,Sword.Light.3,70.98,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.6333,Sword.Light.3,70.98,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.6667,Sword.Light.3,70.99,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.7000,Sword.Light.3,71.93,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.7333,Sword.Light.3,70.88,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.7667,Sword.Light.3,70.05,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.8000,Sword.Light.3,69.12,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.8333,Sword.Light.3,68.49,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.8667,Sword.Light.3,68.21,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.9000,Sword.Light.4,68.25,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.9333,Sword.Light.4,68.79,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,1.9667,Sword.Light.4,68.56,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.0000,Sword.Light.4,66.41,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.0333,Sword.Light.4,57.91,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.0667,Sword.Light.4,33.62,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.1000,Sword.Light.4,32.20,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.1333,Sword.Light.4,48.19,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.1667,Sword.Light.4,61.61,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.2000,Sword.Light.4,70.99,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.2333,Sword.Light.4,70.99,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.2667,Sword.Light.4,70.99,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.3000,Sword.Light.4,70.99,-1000.00,90.15,10000.00,100.00,9925.00,0.00,140.00,-1000.00
30,1,2.3333,Sword.Light.4,71.20,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.3667,Sword.Light.4,71.54,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.4000,Sword.Light.4,71.54,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.4333,Sword.Light.4,71.54,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.4667,Sword.Light.4,69.55,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.5000,Sword.Light.4,58.76,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.5333,Sword.Light.4,54.22,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.5667,Sword.Light.4,55.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.6000,Sword.Light.4,57.26,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.6333,Sword.Light.4,58.25,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.6667,Sword.Light.4,59.23,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.7000,Sword.Light.4,60.09,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.7333,Sword.Light.4,60.80,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.7667,Sword.Light.4,61.64,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.8000,Sword.Light.4,62.48,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.8333,Sword.Light.4,63.11,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.8667,Sword.Light.4,63.34,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.9000,Sword.Light.4,62.96,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.9333,Sword.Light.4,61.71,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,2.9667,Sword.Light.4,59.71,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.0000,Sword.Light.4,57.33,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.0333,Sword.Light.4,54.95,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.0667,Sword.Light.4,52.96,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.1000,Sword.Light.4,51.78,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.1333,Sword.Light.4,51.72,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.1667,Sword.Light.4,52.19,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.2000,Sword.Light.4,52.61,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.2333,Sword.Light.4,53.04,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.2667,Sword.Light.4,53.52,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.3000,Sword.Light.4,54.06,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.3333,Sword.Light.4,54.63,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.3667,Sword.Light.4,55.25,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.4000,Sword.Light.4,55.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.4333,Sword.Light.4,56.73,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.4667,Sword.Light.4,57.61,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.5000,Sword.Light.4,58.48,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.5333,Sword.Light.4,59.28,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.5667,Sword.Light.4,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.6000,Sword.Light.4,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.6333,Sword.Light.4,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.6667,Sword.Light.4,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.7000,Sword.Light.4,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.7333,Sword.Light.4,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.7667,Sword.Light.4,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.8000,None,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.8333,None,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
30,1,3.8667,None,59.93,-1000.00,90.15,10000.00,100.00,9891.25,0.00,140.00,-1000.00
